model_id,model_version,checkpoint,license_type,hardware,inference_params,test_case_id,track,capability,generated_audio_path,sample_rate,wer,cer,mer,sim,sim_o,mos,naturalness_mos,intelligibility_mos,smos,emos,pmos,qmos,utmos,nisqa,emotion_accuracy,instruction_follow_score,duration_error,language_score,macro_language_score,long_text_drift_rate,repeat_rate,noise_degradation,speaker_leakage,rtf,ttfa,p95_latency,fail_flags,notes,run_id,adapter_status,asr_backend,metric_failures,reference_audio_id,reference_policy,reference_audio_path,reference_text,reference_speaker,reference_condition,target_text,asr_eval_text,voice_instruction,expected_controls,rank_dimension,source_demo,elapsed_s,content_intelligibility_score,naturalness_quality_score,speaker_clone_consistency_score,control_prosody_emotion_duration_score,multilingual_dialect_coverage_score,voice_design_robustness_score,deployment_performance_score,reference_compliance_score,score_available,score_full,coverage_pct,missing_dimensions
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,"python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text 'The transmission is secure. Begin the evacuation drill and report every checkpoint clearly.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/scenema_clone_tarkin_en.wav --backend native --compile --max-len 187 --inference-timesteps 10 --cfg-value 2.0 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2 --control 'Male, elderly British officer. Controlled authority, measured cadence.' --reference-wav-path /Users/vanch/tts-test-project/data/reference_audio/scenema_reference_tarkin.wav",scenema_clone_tarkin_en,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/scenema_clone_tarkin_en.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0182,,,1.2355,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:08,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',scenema_reference_tarkin,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/scenema_reference_tarkin.wav,,scenema_tarkin_reference,clean_single_speaker_10_20s,The transmission is secure. Begin the evacuation drill and report every checkpoint clearly.,,"Male, elderly British officer. Controlled authority, measured cadence.",clone;10_20s_reference;scenema,scenema_official_voice_cloning,,9.6862,100.0,,,100.0,100.0,90.9,21.843,75.0,88.339,61.837,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,"python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text 'Hoy defendemos una idea sencilla: cada comunidad merece una oportunidad justa.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/scenema_polyglot_obama_es.wav --backend native --compile --max-len 164 --inference-timesteps 10 --cfg-value 2.0 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2 --control 'Male, early 60s. Deep baritone, measured cadence, warm authority. Native Spanish fluency, Castilian accent. Use the reference speaker identity, but speak only the target text in Spanish.' --reference-wav-path /Users/vanch/tts-test-project/data/reference_audio/scenema_reference_obama.wav",scenema_polyglot_obama_es,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/scenema_polyglot_obama_es.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0222,,,1.8097,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:11,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',scenema_reference_obama,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/scenema_reference_obama.wav,,scenema_obama_reference,clean_single_speaker_10_20s,Hoy defendemos una idea sencilla: cada comunidad merece una oportunidad justa.,,"Male, early 60s. Deep baritone, measured cadence, warm authority. Native Spanish fluency, Castilian accent.",en_to_es;clone;polyglot;scenema,scenema_official_polyglot,,7.2388,100.0,,,100.0,100.0,88.9,5.437,75.0,86.179,60.325,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,"python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text 'This narration test checks whether the speaker can keep one steady character voice across several sentences, with natural pauses, clean phrasing, and no early cutoff. The delivery should remain focused from the opening line to the closing line.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/scenema_longform_en.wav --backend native --compile --max-len 512 --inference-timesteps 10 --cfg-value 1.6 --seed 11 --normalize --retry-badcase --retry-badcase-max-times 2 --control 'Female documentary narrator, calm, precise, emotionally restrained.'",scenema_longform_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/scenema_longform_en.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,0.0,0.0222,,,0.8956,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:15,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,"This narration test checks whether the speaker can keep one steady character voice across several sentences, with natural pauses, clean phrasing, and no early cutoff. The delivery should remain focused from the opening line to the closing line.",,"Female documentary narrator, calm, precise, emotionally restrained.",long_text;chunking;voice_continuity;scenema,scenema_official_longform,,12.0375,100.0,,,100.0,100.0,94.45,31.554,100.0,91.385,63.969,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text 'How could you possibly believe such an obvious lie?' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/control_emotion_prompt_en.wav --backend native --compile --max-len 115 --inference-timesteps 10 --cfg-value 2.0 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2 --reference-wav-path /Users/vanch/tts-test-project/data/reference_audio/dots_emotion_male_en_prompt.wav,control_emotion_prompt_en,control,emotion_transfer,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/control_emotion_prompt_en.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0,,0.0,1.6535,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:18,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',dots_emotion_male_en_prompt,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_emotion_male_en_prompt.wav,The fact we were able to complete the construction work on schedule is a testament to everyone's hard work.,dots_emotion_male_en,clean_emotion_prompt,How could you possibly believe such an obvious lie?,,,emotion_prompt,dots;voxcpm2;higgs,,5.0267,100.0,,,100.0,100.0,100.0,9.9,100.0,89.703,62.792,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text '嗯，听得很清楚。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/control_whisper_style.wav --backend native --compile --max-len 96 --inference-timesteps 10 --cfg-value 2.0 --seed 1 --normalize --retry-badcase --retry-badcase-max-times 2 --reference-wav-path /Users/vanch/tts-test-project/data/reference_audio/dots_whisper_female_prompt.wav,control_whisper_style,control,style_prompt,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/control_whisper_style.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,97.807,,1.0,1.0,,0.0,,0.0,1.8714,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:21,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',dots_whisper_female_prompt,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_whisper_female_prompt.wav,诶，宝宝，你好呀，我是瑶瑶。,dots_whisper_female,clean_style_prompt,嗯，听得很清楚。,,,whisper;style_transfer,dots;voxcpm2;higgs,,5.6892,100.0,,,97.807,100.0,98.904,3.674,100.0,88.271,61.79,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text '今天我们介绍本地语音合成模型的测试进展。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/control_style_transfer.wav --backend native --compile --max-len 96 --inference-timesteps 10 --cfg-value 2.0 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2 --reference-wav-path /Users/vanch/tts-test-project/data/reference_audio/voxcpm2_style_prompt1.wav,control_style_transfer,control,style_prompt,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/control_style_transfer.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,82.5,,1.0,1.0,,0.0,,0.2308,1.7835,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:24,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',voxcpm2_style_prompt1,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/voxcpm2_style_prompt1.wav,大家好，欢迎来到VoxCPM2的语音合成演示。今天我将用不同的语言为你展示跨语言声音迁移的效果。,voxcpm2_style_prompt1,clean_style_prompt,今天我们介绍本地语音合成模型的测试进展。,,,style_reference;prosody,voxcpm2;dots;higgs,,5.7071,100.0,,,82.5,100.0,66.25,6.186,100.0,79.957,55.97,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,"python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text '风从海面吹过来，灯火慢慢亮起来，我把心愿写成歌，唱给明天的云彩。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/voxcpm2_song_zh_female.wav --backend native --compile --max-len 96 --inference-timesteps 12 --cfg-value 2.2 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2 --control 'Song: Music, Piano, Sad, Female Vocal'",voxcpm2_song_zh_female,control,song_style,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/voxcpm2_song_zh_female.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0154,,,0.9792,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:27,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,风从海面吹过来，灯火慢慢亮起来，我把心愿写成歌，唱给明天的云彩。,,"Song: Music, Piano, Sad, Female Vocal",song;music;voice_design;official_voxcpm2_demo,voxcpm2_official_demo_60,,7.6771,100.0,,,100.0,100.0,92.3,29.166,100.0,90.805,63.563,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,"python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text 'We rise with the morning light, keeping our promise through the night.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/voxcpm2_song_en_pop.wav --backend native --compile --max-len 150 --inference-timesteps 10 --cfg-value 2.0 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2 --control 'Song: Pop Music, Beat, Happy, Passion'",voxcpm2_song_en_pop,control,song_style,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/voxcpm2_song_en_pop.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.02,,,1.1473,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:30,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,"We rise with the morning light, keeping our promise through the night.",,"Song: Pop Music, Beat, Happy, Passion",song;music;voice_design;official_voxcpm2_demo,voxcpm2_official_demo_66,,5.5071,100.0,,,100.0,100.0,90.0,24.363,100.0,89.927,62.949,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text '这是一段较长的稳定性测试文本，用来观察模型在连续生成时是否出现漏字、重复、语速漂移、音色漂移或者突然中断。测试过程中，内容应当保持完整，停顿应当自然，语音质量不应随着句子变长而明显下降。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/stress_long_zh.wav --backend native --compile --max-len 236 --inference-timesteps 10 --cfg-value 1.6 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2,stress_long_zh,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/stress_long_zh.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,0.0,0.039,,,0.7784,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:34,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,这是一段较长的稳定性测试文本，用来观察模型在连续生成时是否出现漏字、重复、语速漂移、音色漂移或者突然中断。测试过程中，内容应当保持完整，停顿应当自然，语音质量不应随着句子变长而明显下降。,,,long_text;repeat_rate,baseline,,15.8171,100.0,,,100.0,100.0,90.25,34.903,100.0,91.167,63.817,70.0,naturalness_quality;speaker_clone_consistency
mlx_voxcpm2_bf16_dit,official_mlx_int8_main_bf16_dit,models/VoxCPM2-official-mlx-int8-components,open_weight_local,local,"python -m mlx_voxcpm2.cli generate --model-dir models/VoxCPM2-official-mlx-int8-components --feat-decoder-model-dir models/VoxCPM2-official-mlx-bf16-components --text 'This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/stress_long_en.wav --backend native --compile --max-len 441 --inference-timesteps 10 --cfg-value 1.6 --seed 5 --normalize --retry-badcase --retry-badcase-max-times 2",stress_long_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_voxcpm2_bf16_dit/stress_long_en.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,0.0,0.0,,,0.9802,,9.6623,ok,objective_metrics_generated_at=2026-07-14T18:06:37,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,"This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.",,,long_text;repeat_rate,baseline,,9.5665,100.0,,,100.0,100.0,100.0,29.137,100.0,91.901,64.331,70.0,naturalness_quality;speaker_clone_consistency
mlx_scenema_audio_int8_mlx_mps_service,int8_mlx_mps_seedvc_local,models/scenema-audio-transformer-int8.safetensors,ltx_2_community_local,local,"/Users/vanch/mlx-scenema-audio/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_scenema_audio.py --text '风从海面吹过来，灯火慢慢亮起来，我把心愿写成歌，唱给明天的云彩。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/voxcpm2_song_zh_female.wav --voice 'A soulful Mandarin female alto singing with raw emotion, lyrical phrasing, and gentle vibrato on sustained notes.' --gender female --language zh --mode generate --server-url http://127.0.0.1:18081 --seed 1234 --pace 1.5 --vc-steps 25 --raw-xml '<speak voice=""A soulful Mandarin female alto singing with raw emotion, lyrical phrasing, and gentle vibrato on sustained notes."" gender=""female"" language=""zh"" shot=""closeup""><action>She takes a quiet breath and sings softly, letting the melody rise on the final phrase.</action>风从海面吹过来，灯火慢慢亮起来，我把心愿写成歌，唱给明天的云彩。</speak>'",voxcpm2_song_zh_female,control,song_style,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/voxcpm2_song_zh_female.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0154,,,3.335,,50.1344,ok,objective_metrics_generated_at=2026-07-14T18:06:46,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,风从海面吹过来，灯火慢慢亮起来，我把心愿写成歌，唱给明天的云彩。,,"Song: Music, Piano, Sad, Female Vocal",song;music;voice_design;official_voxcpm2_demo,voxcpm2_official_demo_60,,45.7895,100.0,,,100.0,100.0,92.3,0.0,100.0,87.471,61.23,70.0,naturalness_quality;speaker_clone_consistency
mlx_scenema_audio_int8_mlx_mps_service,int8_mlx_mps_seedvc_local,models/scenema-audio-transformer-int8.safetensors,ltx_2_community_local,local,"/Users/vanch/mlx-scenema-audio/.venv/bin/python /Users/vanch/tts-test-project/scripts/run_scenema_audio.py --text 'We rise with the morning light, keeping our promise through the night.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/voxcpm2_song_en_pop.wav --voice 'A warm English pop tenor singing with intimate acoustic phrasing, steady pitch, and gentle vibrato on held notes.' --gender male --language en --mode generate --server-url http://127.0.0.1:18081 --seed 1234 --pace 1.5 --vc-steps 25 --raw-xml '<speak voice=""A warm English pop tenor singing with intimate acoustic phrasing, steady pitch, and gentle vibrato on held notes."" gender=""male"" language=""en"" shot=""closeup""><action>He begins softly, then lets the vocal line swell with quiet conviction.</action>We rise with the morning light, keeping our promise through the night.</speak>'",voxcpm2_song_en_pop,control,song_style,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_scenema_audio_int8_mlx_mps_service/voxcpm2_song_en_pop.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.02,,,3.4404,,50.1344,ok,objective_metrics_generated_at=2026-07-14T18:06:50,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,utmos:No module named 'soundfile',none,no_reference,,,,no_reference,"We rise with the morning light, keeping our promise through the night.",,"Song: Pop Music, Beat, Happy, Passion",song;music;voice_design;official_voxcpm2_demo,voxcpm2_official_demo_66,,20.6767,100.0,,,100.0,100.0,90.0,0.0,100.0,87.143,61.0,70.0,naturalness_quality;speaker_clone_consistency
mlx_dots_tts_full_int8_g64,full_int8_g64,models/mlx-dots-tts-mf-bf16,open_weight_local,local,"/Users/vanch/.local/bin/uv run --with librosa mlx-dots.tts --model-name-or-path models/mlx-dots-tts-mf-bf16 --qwen-variant int8_g64 --component-variant int8_g64 --text 'Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.' --prompt-audio /Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_vi_same.wav --language vi --prompt-text 'Bạn khỏe không?' --max-generate-length 243 --disable-long-text-segmentation",clone_vi_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_vi_same.wav,48000,0.0526,0.0469,0.0526,,,,,4.8125,,,,,,,,100.0,,0.9531,0.9493,,0.0,,0.0,1.2554,,15.4325,ok,objective_metrics_generated_at=2026-07-14T18:06:53,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,asr_whisper:missing cached whisper model: mlx-community/whisper-large-v3-turbo;sim:No module named 'librosa';utmos:No module named 'soundfile',ban_khoe_khong_vi_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav,Bạn khỏe không?,ban_khoe_ref,clean_single_speaker_short,"Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.",,,vietnamese;clone;same_language;ban_khoe_ref;indextts_local_vi_extension,indextts2_local_vi;voxcpm2;omnivoice;dots;higgs;valtec,,9.6418,84.825,,,100.0,95.12,100.0,21.274,75.0,84.836,59.385,70.0,naturalness_quality;speaker_clone_consistency
mlx_dots_tts_full_int8_g64,full_int8_g64,models/mlx-dots-tts-mf-bf16,open_weight_local,local,/Users/vanch/.local/bin/uv run --with librosa mlx-dots.tts --model-name-or-path models/mlx-dots-tts-mf-bf16 --qwen-variant int8_g64 --component-variant int8_g64 --text 'Please read this sentence in the reference voice with clear pronunciation and stable pacing.' --prompt-audio /Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_en_ref.wav --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_en_same.wav --language en --prompt-text 'The CrossLand acquisition gave Washington Mutual a toe hold entry into Oregon via Portland.' --max-generate-length 186 --disable-long-text-segmentation,clone_en_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_en_same.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0,,0.0714,1.1924,,15.4325,ok,objective_metrics_generated_at=2026-07-14T18:06:56,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',dots_seedtts_en_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_en_ref.wav,The CrossLand acquisition gave Washington Mutual a toe hold entry into Oregon via Portland.,dots_seedtts_en,clean_single_speaker,Please read this sentence in the reference voice with clear pronunciation and stable pacing.,,,clone;same_language,dots,,7.4405,100.0,,,100.0,100.0,91.075,23.074,100.0,89.933,62.953,70.0,naturalness_quality;speaker_clone_consistency
mlx_dots_tts_full_int8_g64,full_int8_g64,models/mlx-dots-tts-mf-bf16,open_weight_local,local,/Users/vanch/.local/bin/uv run --with librosa mlx-dots.tts --model-name-or-path models/mlx-dots-tts-mf-bf16 --qwen-variant int8_g64 --component-variant int8_g64 --text '请用参考音色自然地说出这句话：测试需要同时关注内容、音色和稳定性。' --prompt-audio /Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_zh_ref.wav --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_zh_same.wav --language zh --prompt-text '冬天对于田野和河流来说，是一个放松休息的季节。' --max-generate-length 236 --disable-long-text-segmentation,clone_zh_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_zh_same.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0214,,0.0952,1.179,,15.4325,ok,objective_metrics_generated_at=2026-07-14T18:06:59,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',dots_seedtts_zh_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_zh_ref.wav,冬天对于田野和河流来说，是一个放松休息的季节。,dots_seedtts_zh,clean_single_speaker,请用参考音色自然地说出这句话：测试需要同时关注内容、音色和稳定性。,,,clone;same_language,dots,,7.9229,100.0,,,100.0,100.0,82.75,23.457,100.0,88.788,62.152,70.0,naturalness_quality;speaker_clone_consistency
mlx_dots_tts_full_int8_g64,full_int8_g64,models/mlx-dots-tts-mf-bf16,open_weight_local,local,"/Users/vanch/.local/bin/uv run --with librosa mlx-dots.tts --model-name-or-path models/mlx-dots-tts-mf-bf16 --qwen-variant int8_g64 --component-variant int8_g64 --text 'This test checks whether a three-second prompt can preserve identity without copying the prompt text.' --prompt-audio /Users/vanch/tts-test-project/data/reference_audio/qwen3_clone_3s_trimmed.wav --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_3s_en.wav --language en --prompt-text 'Okay, yeah, I resent you.' --max-generate-length 197 --disable-long-text-segmentation",clone_3s_en,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_dots_tts_full_int8_g64/clone_3s_en.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,,,,100.0,,1.0,1.0,,0.0143,,0.0,1.2402,,15.4325,ok,objective_metrics_generated_at=2026-07-14T18:07:02,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,sim:No module named 'librosa';utmos:No module named 'soundfile',qwen3_clone_3s,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/qwen3_clone_3s_trimmed.wav,"Okay, yeah, I resent you.",qwen3_demo_speaker,clean_single_speaker,This test checks whether a three-second prompt can preserve identity without copying the prompt text.,,,3s_reference;clone,qwen3,,6.5484,100.0,,,100.0,100.0,96.425,21.709,100.0,90.542,63.379,70.0,naturalness_quality;speaker_clone_consistency
